City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
324,Russell,US,91.11,clear sky,32.3502,-85.1999,Macs
325,Cabedelo,BR,75.87,overcast clouds,-6.9811,-34.8339,Hotel Pigalle
328,Baruni,IN,78.4,overcast clouds,25.4833,85.9833,Ashraf Mishthan And Cold Drink
330,Ankazoabo,MG,61.65,clear sky,-22.2833,44.5167,ENCEIN BUREAU CISCO
331,Olinda,BR,74.93,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
332,Sechura,PE,72.54,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
333,Senador Jose Porfirio,BR,74.75,light rain,-2.5908,-51.9542,Pousada Novo Horizonte
334,Hualmay,PE,64.63,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
335,Alta Floresta,BR,72.77,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
336,Buala,SB,83.8,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
337,Kushiro,JP,74.12,overcast clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
338,Asau,RO,68.4,clear sky,46.4333,26.4,Casa Mika Ciobanus
339,Hoquiam,US,100.06,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
340,Nador,MA,82.65,clear sky,35.174,-2.9287,Hôtel La Giralda
341,San Patricio,US,95.72,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
342,Severo-Kurilsk,RU,55.94,overcast clouds,50.6789,156.125,Kak Doma
343,Cayenne,GF,83.08,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
344,Luis Correia,BR,79.2,scattered clouds,-2.8792,-41.6669,Hotel Amarração
345,San Cristobal,VE,80.78,broken clouds,7.7669,-72.225,Posada Villaven C.A.
346,Sinnamary,GF,78.78,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
347,Terrace,CA,87.55,few clouds,54.5163,-128.6035,Northern Motor Inn
348,Binga,ZW,61.63,scattered clouds,-17.6203,27.3414,Lakeview Inn Binga
349,Vila,PT,55.71,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
350,Shenjiamen,CN,79.2,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
352,Flores Costa Cuca,GT,85.91,scattered clouds,14.65,-91.8167,Eco Hotel Centro Recreativo El Chipe
353,Igarka,RU,57.29,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
355,Dingzhou,CN,76.77,clear sky,38.5131,114.9956,宜家时尚宾馆
356,Jacareacanga,BR,79.65,clear sky,-6.2222,-57.7528,Casa do Ian😎
357,San Quintin,MX,75.6,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
358,Sitka,US,67.89,light rain,57.0531,-135.33,Westmark Sitka
359,Aragarcas,BR,70.88,clear sky,-15.8975,-52.2508,Hotel Pousada Tropical
360,Holesov,CZ,69.98,scattered clouds,49.3333,17.5783,Hotel Tacl
361,Burgos,ES,57.61,overcast clouds,42.3394,-3.7079,Hotel Corona de Castilla (Sercotel)
362,Cabra,ES,80.91,clear sky,37.4725,-4.4421,MS Fuente Las Piedras
363,Killybegs,IE,56.44,broken clouds,54.6333,-8.45,Tara Hotel
364,Klaebu,NO,52.03,overcast clouds,63.2976,10.4826,Gjenvollhytta
366,Yulara,AU,61.21,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
367,Cockburn Town,TC,82.53,clear sky,21.4612,-71.1419,Osprey Beach Hotel
369,Mana,GF,77.99,scattered clouds,5.6592,-53.7767,LE SAMANA
371,Sao Joao Da Barra,BR,62.02,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
372,Utinga,BR,77.85,few clouds,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
374,Husavik,IS,50.54,clear sky,66.0449,-17.3389,Bjarnabúð
376,Champerico,GT,89.76,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
377,Cervo,ES,60.19,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
378,Alta Gracia,AR,56.88,clear sky,-31.6529,-64.4283,Hotel Ritz
379,Hamilton,US,82.65,haze,39.1834,-84.5333,Six Acres Bed & Breakfast
380,Paita,PE,68.38,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
381,Concarneau,FR,61.57,broken clouds,47.875,-3.9225,Brit Hotel de L' Océan
383,Nishihara,JP,83.48,mist,26.1842,127.7558,Minshuku Agaihama
384,Saldanha,ZA,55.29,clear sky,-33.0117,17.9442,Blue Bay Lodge
385,Flinders,AU,58.37,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
386,Careiro Da Varzea,BR,74.03,light rain,-3.2003,-59.8119,POUSADA DA ALDENORA
387,Shingu,JP,83.39,clear sky,33.7333,135.9833,Shingu UI Hotel
388,Reze,FR,61.05,clear sky,47.1814,-1.5497,Résid' Spa -Loire & Sèvre
389,Petukhovo,RU,59.97,overcast clouds,55.0692,67.9019,Гостиница
390,Bonavista,CA,64.11,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
391,Andilamena,MG,56.89,broken clouds,-17.0167,48.5833,Police men home Andilamina
392,Kaeo,NZ,62.33,moderate rain,-35.1,173.7833,Bushido Lodge
393,Erdenet,MN,52.07,few clouds,49.0333,104.0833,Erdenet hotel
394,Mumford,GH,75.56,overcast clouds,5.2618,-0.759,Spanish Villa
395,Bemidji,US,84.15,haze,47.4736,-94.8803,Hampton Inn & Suites Bemidji
396,Nyurba,RU,64.89,clear sky,63.2842,118.3319,Gostinitsa Alrosa
397,Lamu,KE,75.42,overcast clouds,-2.2717,40.902,Lamu House
398,Nome,US,51.87,light rain,64.5011,-165.4064,Dredge 7 Inn
399,Dunedin,NZ,53.8,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
400,Brokopondo,SR,77.76,overcast clouds,4.75,-55.1667,Matu Island
401,Hamina,FI,58.28,moderate rain,60.5697,27.1979,SpaHotel Hamina
402,Esterhazy,CA,88.21,clear sky,50.65,-102.0843,Canalta Hotel Esterhazy
403,Manono,CD,72.36,clear sky,-7.3,27.4167,Hotel hewa bora
404,Nouakchott,MR,75.13,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
406,Safita,SY,77.83,clear sky,34.8205,36.1153,Safita Cham Hotel
407,Hami,CN,80.98,few clouds,42.8,93.45,Laoyutang Resort
409,Nuuk,GL,54.21,overcast clouds,64.1835,-51.7216,Vandrehuset
410,Hanna,CA,83.88,clear sky,51.6334,-111.9018,"West View Motel, Hanna, AB"
411,Muhos,FI,55.18,overcast clouds,64.808,25.9931,Montta - active camping / campsite Montan
412,Houston,US,95.72,thunderstorm,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
413,Zhigansk,RU,68.02,clear sky,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
415,Port Augusta,AU,61.7,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
416,Ornskoldsvik,SE,58.15,broken clouds,63.2909,18.7153,ファーストホテル スタット
418,Charlestown,AU,61.56,clear sky,-32.95,151.6667,Panorama Motor Inn Hotel
420,Las Vegas,US,97.48,clear sky,36.175,-115.1372,Plaza Hotel & Casino
421,Andrushivka,UA,65.97,few clouds,50.0229,29.0202,Клопарня
423,Arkhipo-Osipovka,RU,72.88,clear sky,44.37,38.52,Zolotoy Kashtan Guest House
424,Zinder,NE,79.43,clear sky,13.8072,8.9881,Hotel de Ville
425,Sao Felix Do Xingu,BR,78.76,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
426,Barranca,PE,63.84,scattered clouds,-10.75,-77.7667,El Olivar Hospedaje
427,Macas,EC,63.28,light rain,-2.3167,-78.1167,Casa Upano
429,Neuquen,AR,59.04,overcast clouds,-38.9516,-68.0591,Hotel del Comahue
430,Nha Trang,VN,84.2,overcast clouds,12.25,109.1833,Sheraton Nha Trang Hotel & Spa
431,Pyshma,RU,57.51,scattered clouds,56.9523,63.2513,"Gostinitsa ""Postoyalyy Dvor"""
432,Dickson,US,90.54,few clouds,36.077,-87.3878,East Hills Bed & Breakfast Inn
433,Fortuna,US,61.72,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
434,Gimli,CA,88.43,broken clouds,50.6336,-96.9907,Lakeview Gimli Resort
435,Olafsvik,IS,56.32,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
436,Sopelana,ES,64.18,broken clouds,43.3789,-2.9831,Hotel Modus Vivendi
437,Nicoya,CR,89.15,few clouds,10.1483,-85.452,Guayacan Real
438,Progreso,MX,87.12,clear sky,21.2833,-89.6667,Playa Linda Hotel
439,Ifakara,TZ,70.75,broken clouds,-8.1333,36.6833,Tanzanian Training Centre for International Health
440,Killin,US,98.55,clear sky,33.6123,-91.7412,US Forestry Department
441,Samarai,PG,80.04,overcast clouds,-10.6167,150.6667,Nuli Sapi
442,Qaqortoq,GL,61.3,overcast clouds,60.7167,-46.0333,Hotel Qaqortoq
443,Faya,SA,64.92,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
444,Flin Flon,CA,78.76,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
445,Loei,TH,66.83,light rain,17.4167,101.5,ไร่สานตม บ้านภูล้อม
446,Bumba,CD,71.08,overcast clouds,2.1833,22.4667,Hôtel Cape Town
447,Lagoa,PT,70.56,clear sky,39.05,-27.9833,Casa Das Faias
449,Porto Da Folha,BR,68.27,few clouds,-9.9172,-37.2783,Construção A &R ks material de construção
450,Nemuro,JP,68.18,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
451,Saint George,US,99.07,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
452,Inhambane,MZ,65.21,clear sky,-23.865,35.3833,Oceano
453,Villavieja,ES,79.5,clear sky,39.85,-0.1833,Hotel-Balneario de Villavieja
454,Pemba,MZ,72.39,light rain,-12.974,40.5178,Guesthouse Samotina
455,Viedma,AR,52.81,overcast clouds,-40.8135,-62.9967,Hotel Cristal
456,Lhokseumawe,ID,77.29,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
457,Burns Lake,CA,85.08,clear sky,54.2331,-125.7533,Burns Lake Bed and Breakfast
458,Carrollton,US,100.72,few clouds,32.9537,-96.8903,Days Inn by Wyndham North Dallas/Farmers Branch
459,Alamosa,US,83.71,clear sky,37.4695,-105.87,Best Western Alamosa Inn
460,Tocopilla,CL,61.57,scattered clouds,-22.092,-70.1979,Hotel Galvarino
462,Tomatlan,MX,87.19,overcast clouds,19.9333,-105.25,El Salvial
463,Lasa,IT,63.36,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
464,Ayagoz,KZ,53.76,few clouds,47.9714,80.4392,Gostinitsa Nur
465,Umea,SE,58.93,scattered clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
466,Antofagasta,CL,56.48,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
467,Gat,IL,78.91,clear sky,31.61,34.7642,OlusHome
468,Solnechnyy,RU,56.34,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
469,Manavgat,TR,89.51,clear sky,36.7867,31.4431,River Boutique Hotel
470,Saint-Georges,GD,79.65,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
471,Alappuzha,IN,79.12,clear sky,9.49,76.3264,Panoramic Sea Resort
472,Granja,BR,77.72,broken clouds,-3.1203,-40.8261,Pousada Casa Grande
473,Shakawe,BW,51.76,clear sky,-18.3667,21.85,Ditlhapi Guest House
474,Fereydun Kenar,IR,75.97,overcast clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
475,Morant Bay,JM,78.62,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
476,Santa Cruz De Tenerife,ES,77.92,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
477,Svetlogorsk,BY,67.86,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
479,Acarau,BR,79.27,broken clouds,-2.8856,-40.12,castelo pizzaria
480,Canutama,BR,76.84,few clouds,-6.5339,-64.3831,Hotel Jhennifer
483,Pangai,TO,77.18,light rain,-19.8,-174.35,Ha'apai Beach Resort
484,Vila Velha,BR,67.95,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
486,Billings,US,96.57,haze,45.7833,-108.5007,Best Western Plus Clocktower Inn
487,Iberia,US,94.1,clear sky,29.9502,-91.7507,back to back rv park
488,Zwedru,LR,70.65,scattered clouds,6.0667,-8.1281,Elijah Worjloh
490,Amahai,ID,78.46,broken clouds,-3.3333,128.9167,HOTEL ISABELA
491,Puerto Del Rosario,ES,71.35,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
492,Biarritz,FR,67.71,overcast clouds,43.4801,-1.5556,Hôtel de l'ocean
493,Mogadishu,SO,75.94,overcast clouds,2.0371,45.3438,Hotel Juba
494,Ponta Delgada,PT,70.52,few clouds,37.7333,-25.6667,Vila Nova Hotel
495,Pingliang,CN,74.14,clear sky,35.5392,106.6861,North Gate Hostel
496,Harper,LR,76.84,light rain,4.375,-7.7169,Screensaver
497,Petrolina,BR,80.65,clear sky,-9.3986,-40.5008,JB Hotel
498,Ardakan,IR,89.98,scattered clouds,32.31,54.0175,Ardakan Hotel
499,Mbanza-Ngungu,CD,71.44,clear sky,-5.25,14.8667,Hotel Full Business
500,Oros,BR,78.98,broken clouds,-6.2444,-38.9136,Pousada Orós
501,Streletskoye,RU,68.81,clear sky,50.6371,36.4729,Red House
502,Tromso,NO,52.45,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
503,Michalovce,SK,71.44,few clouds,48.7543,21.9195,Hotel Mousson
504,Mackay,AU,71.04,broken clouds,-21.15,149.2,International Lodge Motel
506,Dentsville,US,93.58,clear sky,34.064,-80.9582,Columbia Northeast Hotel
507,Sao Raimundo Nonato,BR,80.26,few clouds,-9.0153,-42.6994,Real Hotel
508,Yatou,CN,80.44,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
509,Bom Jesus,BR,86.77,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
512,Ghanzi,BW,50.36,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
513,Rabat,MA,72.05,scattered clouds,33.9911,-6.8401,Hôtel Mercure Rabat Sheherazade
514,Villamontes,BO,57.74,overcast clouds,-21.25,-63.5,Hotel Raldes
515,Bollnas,SE,58.39,broken clouds,61.3482,16.3946,Grand Hotel
516,Santa Cruz,BO,62.74,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
517,Kavaratti,IN,82.17,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
518,Boa Vista,BR,82.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
519,Kandrian,PG,80.44,light rain,-6.2167,149.55,Kandrian Station
520,Niamtougou,TG,73.89,overcast clouds,9.7681,1.1053,Sevebat
521,Komsomolskiy,UZ,71.02,scattered clouds,40.4272,71.7189,Ikathouse
522,Brignoles,FR,73.11,clear sky,43.4,6.0667,Inter-hotel La Belle Etape
523,Matay,EG,84.96,broken clouds,28.419,30.7792,Nag Aespen
525,Katsuura,JP,80.71,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
526,Half Moon Bay,US,98.74,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
527,Sabang,ID,81.95,overcast clouds,5.8933,95.3214,Hotel Citra
529,Ixtapa,MX,86.23,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
530,Rosarito,MX,90.66,scattered clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
531,Caraballeda,VE,78.96,scattered clouds,10.6112,-66.8522,Hotel 15 Letras
532,Sao Filipe,CV,76.05,broken clouds,14.8961,-24.4956,Hotel Xaguate
534,Itarema,BR,79.21,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
535,Abnub,EG,87.57,overcast clouds,27.2696,31.1511,Romany Adly Gad
540,At-Bashi,KG,51.31,scattered clouds,41.1702,75.8106,Hostel At-Bashy
542,Roebourne,AU,65.61,broken clouds,-20.7833,117.1333,Latitude20 Roebourne Village
543,Wyszkow,PL,70.92,broken clouds,52.5928,21.4584,PPUH Bias Sp. z. o. o.
544,Puerto Quijarro,BO,64.38,clear sky,-17.7833,-57.7667,Hotel palance
545,Vytegra,RU,58.28,overcast clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
546,Grafton,US,74.71,clear sky,42.207,-71.6856,The Grafton Inn
547,Morondava,MG,70.14,few clouds,-20.2833,44.2833,La Case Bambou
548,Kisangani,CD,69.62,light rain,0.5167,25.2,Grand Ramela Hotel
550,Eyemouth,GB,57.83,overcast clouds,55.8713,-2.0901,Redhall Cottage
551,Manjacaze,MZ,62.4,scattered clouds,-24.7117,33.8828,Hotel Gani
552,Weiser,US,108.61,overcast clouds,44.251,-116.9693,The Colonial Motel
553,Szigetvar,HU,79.14,clear sky,46.0486,17.8055,Hotel Kumilla
555,Anloga,GH,77.16,overcast clouds,5.7947,0.8973,Pin Drop Hotel
557,Baliuag,PH,82.08,overcast clouds,14.9333,120.8833,Amore Apartelle
559,Eskil,TR,69.84,clear sky,38.4017,33.4131,Eskil Öğretmen Evi
560,Fare,PF,77.74,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
561,Makakilo City,US,88.12,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
562,Basco,PH,83.37,moderate rain,20.4487,121.9702,Nathaniel's Lodge
563,Kentau,KZ,74.28,clear sky,43.5206,68.5094,Safary
564,Santiago,CL,62.29,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
565,Port-Cartier,CA,60.93,overcast clouds,50.0334,-66.8654,Le Q'Artier
566,Kosonsoy,UZ,66.76,clear sky,41.2561,71.5508,"Гостиница ""Goldstar'"
569,Bichena,ET,54.21,light rain,10.45,38.2,yichalal hotel
570,Tateyama,JP,82.98,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
571,College,US,71.55,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
573,Santa Isabel Do Rio Negro,BR,73.27,broken clouds,-0.4139,-65.0192,Hotel GSA
574,Cozumel,MX,87.78,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
575,Cairns,AU,77.95,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
576,Batagay,RU,68.2,broken clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
577,Boueni,YT,78.78,clear sky,-12.9025,45.0761,The feet in water
579,Santa Rosa,PH,82.11,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
581,Port Hardy,CA,66.99,broken clouds,50.6996,-127.4199,Airport Inn
583,Doha,QA,94.98,clear sky,25.2867,51.5333,Movenpick Hotel Doha
584,Roquetas De Mar,ES,75.2,clear sky,36.7642,-2.6148,Hotel Don Ángel
586,General Bravo,MX,98.73,light rain,25.8,-99.1667,Hotel Don Joaquin
588,Oyon,PE,51.06,scattered clouds,-10.6681,-76.7731,Hotel BELLA VISTA
589,Hovd,MN,66.04,overcast clouds,48.0056,91.6419,Hotel Khovd
590,Sarangani,PH,83.91,broken clouds,5.4033,125.4636,Ballistic Islet
592,Maine-Soroa,NE,80.38,few clouds,13.2114,12.0241,Complexe
593,Chita,RU,58.89,broken clouds,52.0333,113.55,Hotel Mont Blanc
594,Olden,NO,56.91,few clouds,61.8364,6.8064,Nesset Fjordcamping Olden
595,Pacific Grove,US,93.81,clear sky,36.6177,-121.9166,Lovers Point Inn
596,Yichang,CN,79.05,clear sky,30.7144,111.2847,Gezhouba Hotel
597,Kilakarai,IN,83.53,clear sky,9.2333,78.7833,Geohomz Jamath Kilakarai
600,Sulangan,PH,83.64,overcast clouds,11.1373,123.7228,Maia's Beach Resort
601,Rakitnoye,RU,68.25,few clouds,50.8389,35.8515,Zateryannyy Ray
602,Nyimba,ZM,64.24,clear sky,-14.5566,30.8149,Dali Dali Lodge
603,Milas,TR,87.15,clear sky,37.3164,27.7839,Milashan Hotel
604,Liverpool,GB,59.54,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
605,Byron Bay,AU,66.06,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
606,Abha,SA,64.65,thunderstorm,18.2164,42.5053,Abha Hotel
608,Buchanan,LR,78.76,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
610,Buluang,PH,82.62,overcast clouds,13.3068,123.3425,Enon Beach Resort
611,Puerto Leguizamo,CO,68.36,overcast clouds,-0.1934,-74.7819,la casona de juancho
612,Cuamba,MZ,58.87,clear sky,-14.8031,36.5372,Hotel Vision
613,Meadow Lake,US,89.82,broken clouds,34.8014,-106.5436,JKL Inc. R.V Park and Storage
614,Porto Novo,BJ,76.57,light rain,6.4965,2.6036,Tour Eiffel Hotel Benin
615,Hargeysa,SO,67.08,scattered clouds,9.56,44.065,City Center Hotel
616,Muskegon,US,75.45,broken clouds,43.3,-86.1334,Timberline Estates
618,Matara,LK,78.24,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
619,Seoul,KR,81.91,overcast clouds,37.5683,126.9778,롯데호텔 서울
620,Thohoyandou,ZA,51.76,clear sky,-22.9456,30.485,Masili Guesthouse & Conference
621,Madinat Sittah Uktubar,EG,87.4,broken clouds,29.8167,31.05,Happy Kennel Academy
623,Veraval,IN,81.32,overcast clouds,20.9,70.3667,Lords Inn Somnath
624,Matoury,GF,83.01,scattered clouds,4.8483,-52.3317,Hôtel La Marmotte
626,Tete,MZ,71.69,broken clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
627,Mindelo,CV,76.55,scattered clouds,16.8901,-24.9804,Hotel Gaudi
628,Planaltina,BR,71.89,clear sky,-15.4528,-47.6142,Retiro Maranata
629,Nantucket,US,76.03,overcast clouds,41.2835,-70.0995,Jared Coffin House
631,Safford,US,97.72,scattered clouds,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
632,Tabou,CI,76.48,light rain,4.423,-7.3528,hotêl doufoulougou
633,Dabakala,CI,72.39,moderate rain,8.3667,-4.4333,Hôtel Campement
634,Bertoua,CM,67.69,moderate rain,4.5833,13.6833,Hotel De Paris
635,Altay,CN,61.16,overcast clouds,47.8667,88.1167,Jinqiao Hotel
636,Puerto Ayacucho,VE,75.7,broken clouds,5.6639,-67.6236,Posada Turistica Manapiare
637,Axim,GH,76.06,broken clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
638,Longfeng,CN,71.01,overcast clouds,46.55,125.1167,Daqing Langtaosha Hotspring Holiday Resort
639,Birobidzhan,RU,66.67,overcast clouds,48.8,132.95,Hotel Central (Vostok)
640,Pemalang,ID,73.02,scattered clouds,-6.9,109.3667,The Winner Hotel Pemalang
641,Daru,PG,78.37,heavy intensity rain,-9.0763,143.2092,Daru Lodge
642,Manadhoo,MV,82.18,overcast clouds,5.7667,73.3833,Vevu Guesthouse
643,Santa Luzia,BR,61.7,clear sky,-19.7697,-43.8514,Pousada Chao Earth
644,Lobito,AO,70.2,clear sky,-12.3481,13.5456,Casa Rosa Hotel Residence
645,Zhaotong,CN,59.67,moderate rain,27.3167,103.7167,Jingguan Home
646,Haines Junction,CA,73.9,clear sky,60.7522,-137.5108,Parkside Inn
647,Kavali,IN,83.64,overcast clouds,14.9167,79.9833,Hotel Mourya Paradise
648,Sao Gabriel Da Cachoeira,BR,71.01,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
649,Nova Olinda Do Norte,BR,79.65,scattered clouds,-3.8881,-59.0942,Jardim Paiva Hotel
650,Zhoucheng,CN,82.02,clear sky,35.9122,116.3117,Yingbin Restaurant
651,Divnomorskoye,RU,73.9,clear sky,44.5011,38.1353,Primorskiy
652,Port Hawkesbury,CA,67.17,mist,45.6169,-61.3485,MacKenzie House Tourist Home B&B
653,Tambun,ID,81.46,haze,-6.2641,107.0712,@HOM Premiere Tambun
