City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
325,Cabedelo,BR,-6.9811,-34.8339,75.87,82,91,11.63,overcast clouds
326,Coquimbo,CL,-29.9533,-71.3436,49.73,87,20,5.75,few clouds
327,Berlevag,NO,70.8578,29.0864,45.63,89,76,10.04,broken clouds
328,Baruni,IN,25.4833,85.9833,78.4,89,92,15.84,overcast clouds
329,Bagan,RU,54.1001,77.6646,57.52,51,29,9.66,scattered clouds
330,Ankazoabo,MG,-22.2833,44.5167,61.65,70,2,5.77,clear sky
331,Olinda,BR,-8.0089,-34.8553,74.93,73,40,11.5,scattered clouds
332,Sechura,PE,-5.5569,-80.8222,72.54,66,72,16.2,broken clouds
333,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.75,92,47,3.47,light rain
334,Hualmay,PE,-11.0964,-77.6139,64.63,80,26,11.65,scattered clouds
335,Alta Floresta,BR,-9.8756,-56.0861,72.77,31,0,3.15,clear sky
336,Buala,SB,-8.145,159.5921,83.8,71,83,4.61,broken clouds
337,Kushiro,JP,42.975,144.3747,74.12,81,94,2.48,overcast clouds
338,Asau,RO,46.4333,26.4,68.4,78,1,4.03,clear sky
339,Hoquiam,US,46.9809,-123.8893,100.06,34,1,12.66,clear sky
340,Nador,MA,35.174,-2.9287,82.65,36,0,16.11,clear sky
341,San Patricio,US,28.017,-97.5169,95.72,52,79,13.42,broken clouds
342,Severo-Kurilsk,RU,50.6789,156.125,55.94,93,99,14.63,overcast clouds
343,Cayenne,GF,4.9333,-52.3333,83.08,78,40,1.01,scattered clouds
344,Luis Correia,BR,-2.8792,-41.6669,79.2,85,32,9.62,scattered clouds
345,San Cristobal,VE,7.7669,-72.225,80.78,95,53,4.59,broken clouds
346,Sinnamary,GF,5.3833,-52.95,78.78,82,13,6.31,few clouds
347,Terrace,CA,54.5163,-128.6035,87.55,41,14,1.43,few clouds
348,Binga,ZW,-17.6203,27.3414,61.63,37,25,4.59,scattered clouds
349,Vila,PT,42.0304,-8.1588,55.71,78,95,4.7,overcast clouds
350,Shenjiamen,CN,29.9576,122.298,79.2,94,94,14.25,overcast clouds
351,Kemijarvi,FI,66.7131,27.4306,49.75,82,100,5.35,overcast clouds
352,Flores Costa Cuca,GT,14.65,-91.8167,85.91,80,40,6.91,scattered clouds
353,Igarka,RU,67.4667,86.5833,57.29,88,100,5.08,overcast clouds
354,Dukat,RU,62.55,155.55,42.39,69,83,5.28,broken clouds
355,Dingzhou,CN,38.5131,114.9956,76.77,90,0,5.32,clear sky
356,Jacareacanga,BR,-6.2222,-57.7528,79.65,45,1,1.3,clear sky
357,San Quintin,MX,30.4833,-115.95,75.6,66,8,10.27,clear sky
358,Sitka,US,57.0531,-135.33,67.89,64,40,6.91,light rain
359,Aragarcas,BR,-15.8975,-52.2508,70.88,29,0,0.69,clear sky
360,Holesov,CZ,49.3333,17.5783,69.98,82,37,1.88,scattered clouds
361,Burgos,ES,42.3394,-3.7079,57.61,88,90,14.97,overcast clouds
362,Cabra,ES,37.4725,-4.4421,80.91,32,0,4.94,clear sky
363,Killybegs,IE,54.6333,-8.45,56.44,90,62,6.91,broken clouds
364,Klaebu,NO,63.2976,10.4826,52.03,78,87,2.17,overcast clouds
365,Rio Gallegos,AR,-51.6226,-69.2181,37.42,64,7,23.02,clear sky
366,Yulara,AU,-25.2406,130.9889,61.21,47,1,6.58,clear sky
367,Cockburn Town,TC,21.4612,-71.1419,82.53,84,0,18.75,clear sky
368,Yar-Sale,RU,66.8333,70.8333,47.23,95,100,16.51,light rain
369,Mana,GF,5.6592,-53.7767,77.99,86,33,5.55,scattered clouds
370,Longyearbyen,SJ,78.2186,15.6401,39.04,70,40,19.57,scattered clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,62.02,63,25,15.59,scattered clouds
372,Utinga,BR,-5.8172,-35.3954,77.85,73,20,5.75,few clouds
373,Teguldet,RU,57.3064,88.1667,49.82,95,6,3.98,clear sky
374,Husavik,IS,66.0449,-17.3389,50.54,71,3,1.52,clear sky
375,Kyra,RU,49.5776,111.9753,57.52,89,100,7.67,light rain
376,Champerico,GT,14.3,-91.9167,89.76,75,100,7.11,overcast clouds
377,Cervo,ES,43.6702,-7.4101,60.19,71,100,6.42,overcast clouds
378,Alta Gracia,AR,-31.6529,-64.4283,56.88,36,0,5.68,clear sky
379,Hamilton,US,39.1834,-84.5333,82.65,54,1,1.01,haze
380,Paita,PE,-5.0892,-81.1144,68.38,79,71,15.61,broken clouds
381,Concarneau,FR,47.875,-3.9225,61.57,91,59,11.21,broken clouds
382,Nizhniy Tsasuchey,RU,50.5167,115.1333,59.41,68,96,16.49,overcast clouds
383,Nishihara,JP,26.1842,127.7558,83.48,95,75,6.91,mist
384,Saldanha,ZA,-33.0117,17.9442,55.29,83,2,7.67,clear sky
385,Flinders,AU,-34.5833,150.8552,58.37,61,53,1.01,broken clouds
386,Careiro Da Varzea,BR,-3.2003,-59.8119,74.03,56,11,4.05,light rain
387,Shingu,JP,33.7333,135.9833,83.39,64,7,2.04,clear sky
388,Reze,FR,47.1814,-1.5497,61.05,91,0,3.44,clear sky
389,Petukhovo,RU,55.0692,67.9019,59.97,90,93,10.54,overcast clouds
390,Bonavista,CA,48.6499,-53.1147,64.11,74,100,14.2,overcast clouds
391,Andilamena,MG,-17.0167,48.5833,56.89,88,84,10.31,broken clouds
392,Kaeo,NZ,-35.1,173.7833,62.33,84,100,17.25,moderate rain
393,Erdenet,MN,49.0333,104.0833,52.07,87,12,4.03,few clouds
394,Mumford,GH,5.2618,-0.759,75.56,90,99,8.48,overcast clouds
395,Bemidji,US,47.4736,-94.8803,84.15,44,1,11.5,haze
396,Nyurba,RU,63.2842,118.3319,64.89,46,9,2.53,clear sky
397,Lamu,KE,-2.2717,40.902,75.42,78,100,17.47,overcast clouds
398,Nome,US,64.5011,-165.4064,51.87,87,90,6.91,light rain
399,Dunedin,NZ,-45.8742,170.5036,53.8,73,97,5.99,overcast clouds
400,Brokopondo,SR,4.75,-55.1667,77.76,83,99,5.7,overcast clouds
401,Hamina,FI,60.5697,27.1979,58.28,86,99,17.92,moderate rain
402,Esterhazy,CA,50.65,-102.0843,88.21,18,3,18.5,clear sky
403,Manono,CD,-7.3,27.4167,72.36,26,0,6.42,clear sky
404,Nouakchott,MR,18.0858,-15.9785,75.13,76,5,17.13,clear sky
405,Avera,US,33.194,-82.5271,94.91,42,16,5.17,few clouds
406,Safita,SY,34.8205,36.1153,77.83,79,0,2.51,clear sky
407,Hami,CN,42.8,93.45,80.98,24,22,17.65,few clouds
408,Serov,RU,59.6033,60.5787,49.35,98,51,2.68,broken clouds
409,Nuuk,GL,64.1835,-51.7216,54.21,71,92,3.44,overcast clouds
410,Hanna,CA,51.6334,-111.9018,83.88,28,4,5.01,clear sky
411,Muhos,FI,64.808,25.9931,55.18,96,100,4.23,overcast clouds
412,Houston,US,29.7633,-95.3633,95.72,74,75,3.44,thunderstorm
413,Zhigansk,RU,66.7697,123.3711,68.02,39,8,6.04,clear sky
414,Ostrovnoy,RU,68.0531,39.5131,44.4,94,99,7.9,overcast clouds
415,Port Augusta,AU,-32.5,137.7667,61.7,52,70,9.28,broken clouds
416,Ornskoldsvik,SE,63.2909,18.7153,58.15,100,75,4.61,broken clouds
417,Goure,NE,13.9835,10.2704,83.01,66,11,12.88,few clouds
418,Charlestown,AU,-32.95,151.6667,61.56,61,3,3.0,clear sky
419,Ouadda,CF,8.0777,22.4007,66.11,95,79,2.53,broken clouds
420,Las Vegas,US,36.175,-115.1372,97.48,34,1,9.22,clear sky
421,Andrushivka,UA,50.0229,29.0202,65.97,69,15,4.07,few clouds
422,Okhotsk,RU,59.3833,143.3,59.65,56,87,2.98,overcast clouds
423,Arkhipo-Osipovka,RU,44.37,38.52,72.88,66,0,2.53,clear sky
424,Zinder,NE,13.8072,8.9881,79.43,71,8,9.89,clear sky
425,Sao Felix Do Xingu,BR,-6.6447,-51.995,78.76,39,99,2.13,overcast clouds
426,Barranca,PE,-10.75,-77.7667,63.84,80,32,10.22,scattered clouds
427,Macas,EC,-2.3167,-78.1167,63.28,99,100,0.85,light rain
428,Honningsvag,NO,70.9821,25.9704,48.4,82,100,6.51,overcast clouds
429,Neuquen,AR,-38.9516,-68.0591,59.04,39,99,11.97,overcast clouds
430,Nha Trang,VN,12.25,109.1833,84.2,73,99,4.29,overcast clouds
431,Pyshma,RU,56.9523,63.2513,57.51,99,35,7.11,scattered clouds
432,Dickson,US,36.077,-87.3878,90.54,74,20,12.66,few clouds
433,Fortuna,US,40.5982,-124.1573,61.72,80,20,16.11,few clouds
434,Gimli,CA,50.6336,-96.9907,88.43,54,74,11.3,broken clouds
435,Olafsvik,IS,64.8945,-23.7142,56.32,85,98,1.99,overcast clouds
436,Sopelana,ES,43.3789,-2.9831,64.18,82,75,3.0,broken clouds
437,Nicoya,CR,10.1483,-85.452,89.15,78,21,3.91,few clouds
438,Progreso,MX,21.2833,-89.6667,87.12,72,9,17.92,clear sky
439,Ifakara,TZ,-8.1333,36.6833,70.75,53,75,2.06,broken clouds
440,Killin,US,33.6123,-91.7412,98.55,43,1,3.44,clear sky
441,Samarai,PG,-10.6167,150.6667,80.04,75,95,18.99,overcast clouds
442,Qaqortoq,GL,60.7167,-46.0333,61.3,86,100,3.87,overcast clouds
443,Faya,SA,18.3851,42.4509,64.92,61,93,12.28,overcast clouds
444,Flin Flon,CA,54.7682,-101.865,78.76,29,74,11.74,broken clouds
445,Loei,TH,17.4167,101.5,66.83,79,100,5.61,light rain
446,Bumba,CD,2.1833,22.4667,71.08,92,95,2.17,overcast clouds
447,Lagoa,PT,39.05,-27.9833,70.56,86,7,5.91,clear sky
448,Saskylakh,RU,71.9167,114.0833,76.91,38,11,8.05,few clouds
449,Porto Da Folha,BR,-9.9172,-37.2783,68.27,93,11,5.84,few clouds
450,Nemuro,JP,43.3236,145.575,68.18,96,88,6.6,overcast clouds
451,Saint George,US,37.1041,-113.5841,99.07,29,1,6.91,clear sky
452,Inhambane,MZ,-23.865,35.3833,65.21,73,0,8.79,clear sky
453,Villavieja,ES,39.85,-0.1833,79.5,90,1,8.1,clear sky
454,Pemba,MZ,-12.974,40.5178,72.39,77,16,15.39,light rain
455,Viedma,AR,-40.8135,-62.9967,52.81,63,90,11.36,overcast clouds
456,Lhokseumawe,ID,5.1801,97.1507,77.29,79,100,2.37,overcast clouds
457,Burns Lake,CA,54.2331,-125.7533,85.08,26,8,6.13,clear sky
458,Carrollton,US,32.9537,-96.8903,100.72,45,20,1.01,few clouds
459,Alamosa,US,37.4695,-105.87,83.71,28,1,13.8,clear sky
460,Tocopilla,CL,-22.092,-70.1979,61.57,78,46,8.28,scattered clouds
461,Thinadhoo,MV,0.5333,72.9333,81.45,75,88,2.91,overcast clouds
462,Tomatlan,MX,19.9333,-105.25,87.19,66,86,6.91,overcast clouds
463,Lasa,IT,46.6166,10.7002,63.36,87,60,2.39,broken clouds
464,Ayagoz,KZ,47.9714,80.4392,53.76,42,20,5.35,few clouds
465,Umea,SE,63.8284,20.2597,58.93,94,40,4.61,scattered clouds
466,Antofagasta,CL,-23.65,-70.4,56.48,87,43,6.31,scattered clouds
467,Gat,IL,31.61,34.7642,78.91,75,0,0.72,clear sky
468,Solnechnyy,RU,50.7214,136.6319,56.34,83,99,7.78,overcast clouds
469,Manavgat,TR,36.7867,31.4431,89.51,32,0,10.18,clear sky
470,Saint-Georges,GD,12.0564,-61.7485,79.65,83,38,11.7,scattered clouds
471,Alappuzha,IN,9.49,76.3264,79.12,80,8,11.9,clear sky
472,Granja,BR,-3.1203,-40.8261,77.72,82,72,5.17,broken clouds
473,Shakawe,BW,-18.3667,21.85,51.76,30,9,6.71,clear sky
474,Fereydun Kenar,IR,36.6864,52.5225,75.97,78,93,0.49,overcast clouds
475,Morant Bay,JM,17.8815,-76.4093,78.62,83,29,11.68,scattered clouds
476,Santa Cruz De Tenerife,ES,28.4682,-16.2546,77.92,86,75,5.01,broken clouds
477,Svetlogorsk,BY,52.6333,29.7333,67.86,63,90,4.36,overcast clouds
478,Allanridge,ZA,-27.7543,26.6438,46.11,27,0,3.65,clear sky
479,Acarau,BR,-2.8856,-40.12,79.27,82,60,13.2,broken clouds
480,Canutama,BR,-6.5339,-64.3831,76.84,42,12,2.46,few clouds
481,Palana,RU,59.1167,159.9667,49.05,67,56,9.98,broken clouds
482,Bara,NG,10.3744,10.7288,72.21,95,62,6.35,broken clouds
483,Pangai,TO,-19.8,-174.35,77.18,87,100,20.42,light rain
484,Vila Velha,BR,-20.3297,-40.2925,67.95,60,75,10.36,broken clouds
485,Obo,CF,5.3998,26.4869,68.05,97,99,3.18,overcast clouds
486,Billings,US,45.7833,-108.5007,96.57,24,40,14.97,haze
487,Iberia,US,29.9502,-91.7507,94.1,84,1,10.36,clear sky
488,Zwedru,LR,6.0667,-8.1281,70.65,98,27,3.65,scattered clouds
489,Mount Darwin,ZW,-16.7725,31.5838,50.49,77,24,4.41,few clouds
490,Amahai,ID,-3.3333,128.9167,78.46,85,70,2.86,broken clouds
491,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,20,18.41,few clouds
492,Biarritz,FR,43.4801,-1.5556,67.71,86,90,3.44,overcast clouds
493,Mogadishu,SO,2.0371,45.3438,75.94,77,100,19.01,overcast clouds
494,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,20,4.61,few clouds
495,Pingliang,CN,35.5392,106.6861,74.14,36,1,4.21,clear sky
496,Harper,LR,4.375,-7.7169,76.84,84,68,10.07,light rain
497,Petrolina,BR,-9.3986,-40.5008,80.65,50,0,9.22,clear sky
498,Ardakan,IR,32.31,54.0175,89.98,22,49,3.11,scattered clouds
499,Mbanza-Ngungu,CD,-5.25,14.8667,71.44,62,3,9.95,clear sky
500,Oros,BR,-6.2444,-38.9136,78.98,25,67,4.5,broken clouds
501,Streletskoye,RU,50.6371,36.4729,68.81,77,0,6.71,clear sky
502,Tromso,NO,69.6496,18.957,52.45,81,75,3.0,broken clouds
503,Michalovce,SK,48.7543,21.9195,71.44,70,19,3.31,few clouds
504,Mackay,AU,-21.15,149.2,71.04,79,79,5.99,broken clouds
505,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,45.77,74,0,6.31,clear sky
506,Dentsville,US,34.064,-80.9582,93.58,58,1,5.75,clear sky
507,Sao Raimundo Nonato,BR,-9.0153,-42.6994,80.26,36,22,5.46,few clouds
508,Yatou,CN,37.15,122.3833,80.44,80,5,13.31,light rain
509,Bom Jesus,BR,-9.0744,-44.3586,86.77,29,96,8.32,overcast clouds
510,Tanout,NE,14.9709,8.8879,82.58,62,26,14.5,scattered clouds
511,Luderitz,NA,-26.6481,15.1594,67.55,30,0,6.82,clear sky
512,Ghanzi,BW,-21.5667,21.7833,50.36,30,0,9.01,clear sky
513,Rabat,MA,33.9911,-6.8401,72.05,94,40,0.0,scattered clouds
514,Villamontes,BO,-21.25,-63.5,57.74,34,100,1.43,overcast clouds
515,Bollnas,SE,61.3482,16.3946,58.39,96,68,4.07,broken clouds
516,Santa Cruz,BO,-17.8,-63.1667,62.74,30,60,4.0,broken clouds
517,Kavaratti,IN,10.5669,72.642,82.17,78,100,15.66,overcast clouds
518,Boa Vista,BR,2.8197,-60.6733,82.38,69,40,3.44,scattered clouds
519,Kandrian,PG,-6.2167,149.55,80.44,84,61,6.87,light rain
520,Niamtougou,TG,9.7681,1.1053,73.89,77,98,4.36,overcast clouds
521,Komsomolskiy,UZ,40.4272,71.7189,71.02,31,48,5.03,scattered clouds
522,Brignoles,FR,43.4,6.0667,73.11,79,0,4.45,clear sky
523,Matay,EG,28.419,30.7792,84.96,36,60,8.5,broken clouds
524,Znamenskoye,RU,57.1281,73.8282,56.62,88,100,5.19,light rain
525,Katsuura,JP,35.1333,140.3,80.71,75,8,10.67,clear sky
526,Half Moon Bay,US,37.4636,-122.4286,98.74,64,1,1.01,clear sky
527,Sabang,ID,5.8933,95.3214,81.95,76,98,22.66,overcast clouds
528,Mehamn,NO,71.0357,27.8492,46.13,85,99,8.12,overcast clouds
529,Ixtapa,MX,20.7,-105.2,86.23,74,90,9.22,overcast clouds
530,Rosarito,MX,32.3333,-117.0333,90.66,61,37,12.53,scattered clouds
531,Caraballeda,VE,10.6112,-66.8522,78.96,91,39,10.13,scattered clouds
532,Sao Filipe,CV,14.8961,-24.4956,76.05,84,61,7.23,broken clouds
533,Baijiantan,CN,45.6333,85.1833,74.35,34,100,16.33,overcast clouds
534,Itarema,BR,-2.9248,-39.9167,79.21,82,62,13.27,broken clouds
535,Abnub,EG,27.2696,31.1511,87.57,25,100,4.0,overcast clouds
536,Puksoozero,RU,62.5903,40.6066,54.59,94,51,4.23,broken clouds
537,Vostok,RU,46.4856,135.8833,71.24,91,100,2.77,overcast clouds
538,Otavi,NA,-19.65,17.3333,55.92,24,0,13.22,clear sky
539,Andrelandia,BR,-21.7397,-44.3092,43.9,81,25,5.57,scattered clouds
540,At-Bashi,KG,41.1702,75.8106,51.31,82,28,0.87,scattered clouds
541,Araouane,ML,18.9048,-3.5265,96.6,28,37,10.45,scattered clouds
542,Roebourne,AU,-20.7833,117.1333,65.61,75,59,9.17,broken clouds
543,Wyszkow,PL,52.5928,21.4584,70.92,69,60,6.85,broken clouds
544,Puerto Quijarro,BO,-17.7833,-57.7667,64.38,23,7,3.62,clear sky
545,Vytegra,RU,61.0064,36.4481,58.28,84,93,5.32,overcast clouds
546,Grafton,US,42.207,-71.6856,74.71,65,1,1.99,clear sky
547,Morondava,MG,-20.2833,44.2833,70.14,63,15,10.45,few clouds
548,Kisangani,CD,0.5167,25.2,69.62,89,87,3.53,light rain
549,Vanavara,RU,60.34,102.2797,62.55,47,8,1.5,clear sky
550,Eyemouth,GB,55.8713,-2.0901,57.83,91,100,5.21,overcast clouds
551,Manjacaze,MZ,-24.7117,33.8828,62.4,88,30,3.76,scattered clouds
552,Weiser,US,44.251,-116.9693,108.61,20,99,10.98,overcast clouds
553,Szigetvar,HU,46.0486,17.8055,79.14,49,0,2.26,clear sky
554,Yakima,US,46.4665,-120.6678,104.85,21,1,6.91,clear sky
555,Anloga,GH,5.7947,0.8973,77.16,87,100,13.11,overcast clouds
556,Yumen,CN,40.2833,97.2,75.43,20,0,15.97,clear sky
557,Baliuag,PH,14.9333,120.8833,82.08,89,99,4.79,overcast clouds
558,Cerro Largo,BR,-28.1486,-54.7381,45.21,76,0,5.01,clear sky
559,Eskil,TR,38.4017,33.4131,69.84,48,0,10.38,clear sky
560,Fare,PF,-16.7,-151.0167,77.74,72,48,17.69,scattered clouds
561,Makakilo City,US,21.3469,-158.0858,88.12,49,75,9.22,broken clouds
562,Basco,PH,20.4487,121.9702,83.37,86,100,26.31,moderate rain
563,Kentau,KZ,43.5206,68.5094,74.28,30,0,14.65,clear sky
564,Santiago,CL,-33.4569,-70.6483,62.29,39,3,9.22,clear sky
565,Port-Cartier,CA,50.0334,-66.8654,60.93,99,100,4.18,overcast clouds
566,Kosonsoy,UZ,41.2561,71.5508,66.76,41,0,6.13,clear sky
567,Ulu-Telyak,RU,54.9086,56.9669,59.99,97,97,3.87,overcast clouds
568,Kangaatsiaq,GL,68.3065,-53.4641,43.38,85,21,10.07,few clouds
569,Bichena,ET,10.45,38.2,54.21,94,98,7.43,light rain
570,Tateyama,JP,34.9833,139.8667,82.98,76,2,7.81,clear sky
571,College,US,64.8569,-147.8028,71.55,56,75,9.22,broken clouds
572,Kastamonu,TR,41.5,33.6667,59.27,64,0,0.74,clear sky
573,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.27,94,80,0.63,broken clouds
574,Cozumel,MX,20.5083,-86.9458,87.78,80,75,5.01,broken clouds
575,Cairns,AU,-16.9167,145.7667,77.95,79,75,2.3,broken clouds
576,Batagay,RU,67.6333,134.6333,68.2,37,63,2.86,broken clouds
577,Boueni,YT,-12.9025,45.0761,78.78,74,4,16.35,clear sky
578,Dubbo,AU,-32.25,148.6167,48.33,76,74,10.36,broken clouds
579,Santa Rosa,PH,14.3122,121.1114,82.11,84,100,10.76,overcast clouds
580,Izhma,RU,65.0083,53.9113,51.15,66,87,4.21,overcast clouds
581,Port Hardy,CA,50.6996,-127.4199,66.99,79,54,9.28,broken clouds
582,Chebsara,RU,59.2002,38.8356,58.62,97,100,3.85,overcast clouds
583,Doha,QA,25.2867,51.5333,94.98,52,0,3.44,clear sky
584,Roquetas De Mar,ES,36.7642,-2.6148,75.2,64,9,13.89,clear sky
585,Gamba,GA,-2.65,10.0,71.58,83,20,6.69,few clouds
586,General Bravo,MX,25.8,-99.1667,98.73,31,51,11.39,light rain
587,Uyuni,BO,-20.4597,-66.825,44.04,35,100,4.52,overcast clouds
588,Oyon,PE,-10.6681,-76.7731,51.06,64,45,1.74,scattered clouds
589,Hovd,MN,48.0056,91.6419,66.04,54,100,2.53,overcast clouds
590,Sarangani,PH,5.4033,125.4636,83.91,75,77,8.93,broken clouds
591,Sobolevo,RU,54.4299,31.8996,61.9,73,74,7.74,broken clouds
592,Maine-Soroa,NE,13.2114,12.0241,80.38,67,14,10.63,few clouds
593,Chita,RU,52.0333,113.55,58.89,72,72,2.24,broken clouds
594,Olden,NO,61.8364,6.8064,56.91,96,19,4.94,few clouds
595,Pacific Grove,US,36.6177,-121.9166,93.81,76,1,1.99,clear sky
596,Yichang,CN,30.7144,111.2847,79.05,83,0,3.85,clear sky
597,Kilakarai,IN,9.2333,78.7833,83.53,61,4,10.98,clear sky
598,Arandis,NA,-22.4167,14.9667,69.4,15,0,20.62,clear sky
599,Milkovo,RU,54.7167,158.6167,49.69,98,100,4.63,light rain
600,Sulangan,PH,11.1373,123.7228,83.64,75,94,9.48,overcast clouds
601,Rakitnoye,RU,50.8389,35.8515,68.25,69,22,5.66,few clouds
602,Nyimba,ZM,-14.5566,30.8149,64.24,45,1,13.29,clear sky
603,Milas,TR,37.3164,27.7839,87.15,22,0,4.61,clear sky
604,Liverpool,GB,53.4106,-2.9779,59.54,83,40,5.01,scattered clouds
605,Byron Bay,AU,-28.65,153.6167,66.06,60,0,8.16,clear sky
606,Abha,SA,18.2164,42.5053,64.65,77,20,9.22,thunderstorm
607,Atocha,BO,-20.9333,-66.2333,43.32,31,100,18.01,overcast clouds
608,Buchanan,LR,5.8808,-10.0467,78.76,86,35,8.57,light rain
609,Tibagi,BR,-24.5094,-50.4136,43.43,68,100,3.85,overcast clouds
610,Buluang,PH,13.3068,123.3425,82.62,83,100,9.35,overcast clouds
611,Puerto Leguizamo,CO,-0.1934,-74.7819,68.36,83,89,4.65,overcast clouds
612,Cuamba,MZ,-14.8031,36.5372,58.87,85,0,4.63,clear sky
613,Meadow Lake,US,34.8014,-106.5436,89.82,29,81,8.7,broken clouds
614,Porto Novo,BJ,6.4965,2.6036,76.57,84,100,7.61,light rain
615,Hargeysa,SO,9.56,44.065,67.08,63,50,30.24,scattered clouds
616,Muskegon,US,43.3,-86.1334,75.45,64,75,8.05,broken clouds
617,Myre,NO,69.1036,15.9492,49.01,83,100,25.75,overcast clouds
618,Matara,LK,5.9485,80.5353,78.24,87,63,11.81,broken clouds
619,Seoul,KR,37.5683,126.9778,81.91,83,90,3.69,overcast clouds
620,Thohoyandou,ZA,-22.9456,30.485,51.76,81,4,4.23,clear sky
621,Madinat Sittah Uktubar,EG,29.8167,31.05,87.4,55,83,7.9,broken clouds
622,Mnogovershinnyy,RU,53.9353,139.9242,47.44,93,100,4.68,overcast clouds
623,Veraval,IN,20.9,70.3667,81.32,86,100,20.07,overcast clouds
624,Matoury,GF,4.8483,-52.3317,83.01,89,40,0.0,scattered clouds
625,Maarianhamina,AX,60.0973,19.9348,49.86,100,0,1.14,clear sky
626,Tete,MZ,-16.1564,33.5867,71.69,60,75,13.8,broken clouds
627,Mindelo,CV,16.8901,-24.9804,76.55,73,40,14.97,scattered clouds
628,Planaltina,BR,-15.4528,-47.6142,71.89,37,9,5.39,clear sky
629,Nantucket,US,41.2835,-70.0995,76.03,73,90,8.05,overcast clouds
630,Kysyl-Syr,RU,63.8986,122.7617,67.64,41,23,2.62,few clouds
631,Safford,US,32.834,-109.7076,97.72,26,40,8.05,scattered clouds
632,Tabou,CI,4.423,-7.3528,76.48,85,58,8.32,light rain
633,Dabakala,CI,8.3667,-4.4333,72.39,95,50,4.25,moderate rain
634,Bertoua,CM,4.5833,13.6833,67.69,98,94,1.28,moderate rain
635,Altay,CN,47.8667,88.1167,61.16,61,100,2.13,overcast clouds
636,Puerto Ayacucho,VE,5.6639,-67.6236,75.7,91,61,6.2,broken clouds
637,Axim,GH,4.8699,-2.2405,76.06,88,78,6.62,broken clouds
638,Longfeng,CN,46.55,125.1167,71.01,92,100,9.15,overcast clouds
639,Birobidzhan,RU,48.8,132.95,66.67,75,100,8.81,overcast clouds
640,Pemalang,ID,-6.9,109.3667,73.02,82,31,4.56,scattered clouds
641,Daru,PG,-9.0763,143.2092,78.37,89,100,14.7,heavy intensity rain
642,Manadhoo,MV,5.7667,73.3833,82.18,75,87,9.84,overcast clouds
643,Santa Luzia,BR,-19.7697,-43.8514,61.7,72,1,9.31,clear sky
644,Lobito,AO,-12.3481,13.5456,70.2,89,0,4.05,clear sky
645,Zhaotong,CN,27.3167,103.7167,59.67,89,100,2.91,moderate rain
646,Haines Junction,CA,60.7522,-137.5108,73.9,23,1,8.97,clear sky
647,Kavali,IN,14.9167,79.9833,83.64,58,100,17.67,overcast clouds
648,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.01,84,74,2.01,broken clouds
649,Nova Olinda Do Norte,BR,-3.8881,-59.0942,79.65,51,29,0.96,scattered clouds
650,Zhoucheng,CN,35.9122,116.3117,82.02,92,0,6.73,clear sky
651,Divnomorskoye,RU,44.5011,38.1353,73.9,61,0,2.98,clear sky
652,Port Hawkesbury,CA,45.6169,-61.3485,67.17,97,90,4.0,mist
653,Tambun,ID,-6.2641,107.0712,81.46,78,40,3.44,haze
